Actual,Predicted
22.06,21.414148
17.907,20.887974
16.928,15.521696
16.086,15.698763
20.569,19.62809
25.968,23.983725
27.596,25.486153
23.82,22.95968
23.802,21.19679
25.059,23.448679
11.812,12.145975
19.458,20.001936
23.771,24.241592
19.49,17.761393
22.696,22.154678
19.109,19.812494
22.256,22.245667
22.001,22.454882
16.651,17.585098
14.518,12.114807
20.167,23.311636
21.649,22.296976
21.676,22.398373
18.532,18.028969
27.655,29.640644
12.711,13.88816
17.568,17.0418
19.47,20.775023
19.253,19.72957
25.733,25.118526
21.028,21.324741
19.157,18.502264
19.725,22.783554
22.103,22.231161
20.937,20.581955
23.628,22.35562
25.18,24.361723
15.821,14.527391
32.246,29.884125
24.352,25.755688
21.799,19.852436
17.119,17.06315
21.115,19.623484
18.944,21.268057
17.158,16.908829
20.674,24.342796
23.027,23.876085
18.517,18.467237
18.175,18.171911
22.866,20.670883
22.547,22.228203
19.676,18.991596
17.816,19.507702
15.535,16.670372
25.091,23.944746
25.539,26.413769
26.815,24.012775
24.613,25.940174
16.35,17.013548
20.937,21.251287
17.881,17.9492
24.214,22.096405
28.274,25.216995
22.961,22.394962
19.545,17.924858
21.179,23.341965
15.73,15.392503
19.981,22.12855
19.085,21.170902
20.139,24.98287
21.996,21.054337
18.962,21.829744
20.064,20.003199
19.318,19.46204
26.302,27.114922
23.852,23.583588
20.89,21.269148
24.932,22.141804
23.62,24.959906
17.745,17.708033
16.697,17.804068
25.643,25.748514
20.988,20.731127
22.462,23.138195
23.227,25.63162
23.241,21.826029
24.983,23.993494
23.536,22.748022
16.92,16.132998
18.912,19.569527
26.191,23.048372
17.314,17.57316
21.123,17.918285
17.435,18.30796
17.873,20.692286
19.917,18.011879
17.337,19.994753
24.003,24.422142
14.199,14.231211
19.606,21.551748
14.337,15.430217
23.259,21.37034
24.159,22.375742
24.882,22.437817
20.596,19.483595
27.569,28.19118
15.507,15.897838
18.892,20.122
14.1,16.133884
18.87,19.32
21.026,23.507141
29.051,27.019203
23.302,21.381142
21.254,21.077543
21.092,22.291788
20.814,20.483166
25.44,24.982695
11.589,15.491441
25.229,22.320625
18.27,18.720203
23.12,20.60827
21.083,21.964657
21.544,21.560984
19.179,19.625252
20.032,21.239052
24.854,23.679533
23.998,25.197224
25.468,26.961962
22.506,23.019049
25.657,25.563454
27.491,27.585869
15.992,16.195984
24.758,23.947008
18.117,18.710281
17.126,20.446962
22.162,22.943317
16.342,17.849928
23.148,23.588198
12.249,14.785385
23.333,22.284319
19.55,19.201979
22.093,20.70287
17.244,16.345474
13.327,15.395531
20.635,22.050503
19.776,20.481543
22.056,19.096762
25.815,23.006704
14.937,15.036572
26.295,24.750393
19.694,22.71978
29.021,27.59456
26.089,24.480373
20.638,21.312569
15.453,18.877197
17.338,17.096151
23.213,22.353016
17.805,20.283012
15.9,17.882513
22.655,21.1522
28.683,28.784637
16.239,15.613973
22.463,18.98185
19.517,19.70712
23.865,24.429476
25.892,26.442333
20.907,20.789495
19.71,18.321629
26.221,25.129456
17.782,17.155561
26.893,26.061275
20.93,19.158743
15.155,16.231894
15.177,16.273401
25.925,21.871147
18.636,15.788228
21.735,21.928078
18.382,17.804502
22.707,18.611532
23.973,28.098488
25.705,25.356077
17.754,16.971395
18.448,18.009008
22.949,21.317879
26.154,24.193071
19.129,17.875685
20.299,20.241156
23.391,22.99264
19.434,20.329655
12.756,14.419711
20.379,21.481007
29.992,29.40993
28.094,22.423647
20.975,22.010447
28.695,28.307579
21.694,19.931507
17.467,21.293022
18.649,18.500893
22.79,23.195183
20.073,24.926079
23.409,22.41957
21.535,20.091492
25.652,24.57751
31.292,29.86846
26.385,25.281944
22.703,22.097721
28.619,25.740181
15.825,16.657352
19.243,19.75024
20.149,19.090656
14.248,13.660775
24.361,26.10397
25.643,25.552736
17.666,17.468847
25.15,26.195408
22.298,21.97336
21.205,20.281376
17.515,16.50154
31.594,30.094944
23.937,21.433857
30.002,30.33287
18.655,20.75416
18.674,18.789183
26.196,23.369274
16.036,16.057991
15.209,14.841445
22.976,21.179338
15.168,15.356007
18.933,18.598185
18.113,20.537197
26.673,25.86827
23.432,22.925497
10.586,11.293313
17.249,18.232101
18.378,19.8073
27.11,26.84779
17.345,18.811333
22.179,20.012594
23.603,24.32309
19.025,20.12689
26.22,26.504354
21.987,21.082266
31.263,27.735289
24.901,24.211397
23.613,24.09331
17.703,15.670141
20.561,18.799496
14.908,17.015945
18.166,16.40989
21.19,19.807611
19.267,19.83172
24.704,26.675964
23.647,23.012306
21.931,19.83552
15.471,19.022762
14.707,14.997215
23.292,22.20984
19.788,19.741264
19.825,20.065075
22.567,21.583925
22.896,24.266739
18.76,18.730713
26.4,27.673462
21.344,20.96126
22.752,22.489777
22.651,20.117422
12.874,13.56374
25.556,24.435287
21.123,21.036396
20.653,18.849567
25.65,23.925894
16.934,15.670624
23.282,24.6555
24.99,24.273935
23.744,24.209692
25.621,24.824917
20.914,20.80756
23.89,22.491104
15.688,16.345945
21.857,22.006367
21.085,21.03824
21.15,20.328962
25.097,26.189903
25.516,24.682285
18.023,18.045027
27.625,26.445251
18.171,17.787714
17.055,18.688847
15.915,17.561518
16.558,15.525162
18.914,19.141068
19.681,20.9029
21.904,21.570745
24.645,22.37619
25.427,25.53898
27.802,28.687902
26.826,23.73742
17.113,20.495098
17.27,18.680994
15.785,16.334433
25.467,25.546165
28.585,28.829857
12.105,12.972458
18.204,17.22337
25.644,22.63239
21.698,23.118488
25.254,23.42485
14.295,14.818282
22.299,20.790586
14.696,18.122799
11.459,12.677192
23.206,21.534414
15.009,15.077665
17.177,15.150888
18.96,21.57927
20.018,19.970299
25.364,26.959501
20.867,21.978828
27.721,29.219769
18.318,17.69937
17.173,17.507423
17.32,19.080706
23.382,21.618095
23.373,26.92062
22.428,19.224367
27.515,24.65702
29.977,29.019024
19.751,21.01318
25.643,27.243494
18.612,17.682238
30.433,26.696968
21.29,21.207207
20.491,19.360144
13.333,14.967686
14.918,15.724233
20.15,21.2936
17.543,18.699524
18.411,17.946363
20.693,21.742828
22.842,20.379194
22.995,24.493767
26.158,25.061031
19.812,21.480288
17.524,16.038984
28.717,28.081327
25.275,23.64133
14.534,14.492868
27.571,26.416245
22.814,21.044928
16.34,16.169636
20.095,20.142498
21.664,21.65013
20.165,20.177952
16.585,16.794138
22.072,21.141794
17.799,17.882076
28.02,24.662706
13.696,15.248814
14.534,14.461991
21.597,21.182894
19.554,20.985954
24.533,24.180094
23.312,23.481451
27.405,25.897907
18.898,17.513357
23.85,23.667082
18.053,21.960192
19.723,20.933016
23.728,22.462189
18.316,21.378752
16.533,17.43444
17.085,17.185131
20.711,20.237507
19.259,21.835674
28.291,25.351345
21.987,21.397655
19.958,19.583868
22.911,23.967596
25.379,23.468756
29.931,30.093363
19.219,17.130257
14.688,18.230227
22.885,21.618662
21.485,22.51157
26.238,27.866678
14.588,18.775953
23.554,24.835003
22.428,21.744097
21.286,25.994864
17.015,16.546
24.254,22.731558
20.425,18.499111
20.866,21.046406
16.34,18.132425
20.9,19.75804
25.353,24.0927
22.387,19.802105
15.867,18.3161
16.498,17.817389
18.435,18.72107
18.544,19.960846
24.901,25.18238
17.015,15.806314
25.659,24.011925
24.121,23.354843
17.409,17.789583
16.316,17.25513
19.102,21.808414
20.534,22.70959
27.865,26.319374
25.6,26.464998
20.538,18.725101
21.75,21.197697
14.472,15.169679
15.364,15.852462
20.143,17.820496
13.88,16.307766
12.741,15.313702
18.033,18.209211
24.916,22.819801
23.604,24.541395
26.244,25.92613
23.801,23.202572
24.708,21.972656
26.578,26.45321
25.695,25.864738
16.927,15.964013
19.202,18.47278
21.156,19.43701
21.553,21.063313
22.537,22.604708
17.169,16.260075
19.921,21.053831
25.155,27.552416
20.92,23.692183
19.34,21.40769
28.467,25.539797
23.951,24.152096
18.045,19.71944
24.151,24.085093
16.64,15.708986
18.565,20.498098
27.677,28.100021
24.241,22.732216
15.984,15.988824
22.295,24.364115
27.478,25.751755
21.864,23.164116
24.507,23.869654
22.335,22.062761
13.259,12.466752
19.005,17.345007
18.091,20.041615
21.891,20.700834
19.42,20.724817
21.116,19.25215
21.766,22.40031
22.843,24.707357
20.09,18.245523
23.211,25.62446
22.021,22.890059
21.734,23.931122
19.649,20.203764
23.511,24.457325
15.46,16.141352
18.273,20.147102
14.12,14.290695
24.338,21.874758
20.553,22.336365
25.02,26.810331
18.503,20.338245
20.482,20.935022
18.227,17.50891
21.988,21.857412
13.776,13.230482
17.5,15.275733
14.074,16.402594
22.913,23.264029
25.528,26.07313
23.334,23.721273
19.369,16.960663
20.36,19.326027
20.446,19.696106
11.143,12.061275
14.663,17.496847
20.816,22.090448
16.891,16.305864
19.816,18.855824
13.338,13.570362
23.983,22.39221
12.989,12.9629965
26.525,24.391735
15.734,15.565805
17.523,17.404879
23.628,24.066858
12.895,13.45398
20.795,19.469341
19.367,22.2334
22.811,20.723604
24.323,25.251453
17.693,17.695017
13.121,14.162578
13.267,15.10323
19.352,22.425037
20.637,20.944178
27.493,27.08028
19.965,19.911913
17.094,21.134766
18.49,16.974102
24.643,23.770208
19.336,18.58158
17.051,16.857647
19.009,21.238749
19.909,18.93836
20.814,19.530172
19.094,20.282461
26.168,23.31842
24.182,21.966232
20.352,21.864738
22.677,21.282736
17.724,18.214075
21.411,21.70673
19.788,21.581108
26.525,25.684052
15.845,18.501326
24.214,22.049229
25.785,26.540356
22.301,22.865852
19.375,20.048693
30.338,25.38733
19.742,18.593836
18.285,19.96546
18.297,17.992355
20.268,23.513966
25.196,26.996038
16.434,16.093235
14.866,13.828378
18.546,19.620342
15.688,16.920479
17.449,16.579205
21.754,22.545912
12.65,14.441486
16.212,15.788764
19.856,19.388748
19.428,18.32052
26.292,23.532595
18.531,21.353851
20.391,20.592918
25.707,24.488695
22.267,23.302834
18.698,20.624035
25.765,24.53893
16.759,16.59144
20.755,20.73366
18.112,17.285862
16.303,17.059973
19.421,18.792488
20.448,18.629675
25.469,25.023163
18.742,18.367985
20.416,21.365273
16.332,16.0729
23.157,23.689198
20.088,21.730211
23.12,23.79308
12.94,12.470893
17.926,16.9256
24.733,24.58669
19.992,19.354195
17.101,17.422434
23.016,24.090906
19.349,18.970276
19.937,19.502745
22.59,22.402016
25.593,23.047575
17.461,21.406845
21.349,22.641026
18.582,17.712975
21.859,21.727058
23.154,24.337025
20.26,19.944826
22.514,20.963518
18.099,17.850887
18.788,18.267864
22.99,22.163063
24.121,24.373634
17.167,18.642128
25.033,24.113546
23.272,24.309908
30.421,26.507591
27.171,23.979506
25.471,23.871021
17.577,18.46925
26.252,22.272863
21.552,19.577953
25.975,22.610584
18.691,18.079172
21.607,23.399666
24.898,24.968828
23.695,26.98318
16.426,18.342546
18.062,19.135729
23.619,26.391493
24.182,25.428701
16.401,18.330774
26.824,26.389198
26.799,25.586306
19.885,20.832472
22.558,20.970236
22.334,24.343534
19.665,18.68497
17.159,17.663023
20.245,20.349495
23.117,21.14144
9.221,11.272476
19.686,21.53804
17.31,17.80402
31.661,31.172335
18.564,20.284042
21.542,24.165411
22.367,24.053223
18.212,20.348461
26.308,22.755634
22.449,21.984324
24.9,23.211784
25.547,26.162727
18.224,19.85773
22.432,22.594269
22.033,22.402592
21.149,23.227451
23.232,21.96638
24.243,24.24802
26.316,27.595337
20.65,22.012608
16.203,18.05291
20.927,20.844671
19.457,18.535847
18.276,18.178982
19.927,23.547903
14.277,14.462037
25.665,26.987087
24.8,20.882221
22.691,24.852379
20.265,20.06386
21.518,22.840845
25.526,24.065664
20.939,23.817387
22.869,22.811361
18.64,18.873306
25.774,25.01718
24.973,22.657951
23.121,23.12023
23.569,26.005447
18.361,18.580912
19.477,20.332155
29.397,26.263369
21.188,21.42557
16.508,17.78537
15.347,14.992416
21.248,21.700047
24.185,23.730804
25.25,23.345642
22.573,21.818148
27.376,27.075836
21.939,21.860107
21.627,23.099775
17.583,15.998219
19.999,18.684559
15.072,17.034422
19.728,18.174244
12.75,14.197727
24.615,23.201649
22.218,23.143448
26.564,25.138092
29.711,28.92401
27.18,26.126165
19.979,20.093863
20.796,19.820341
16.323,16.468313
20.721,19.218716
23.193,24.049316
22.623,22.739225
17.335,19.24012
14.816,14.322791
23.401,22.996851
14.004,13.610799
20.66,22.095127
19.388,22.117132
15.832,15.28385
20.471,20.62857
15.886,16.276508
20.92,22.627478
16.194,17.431778
19.952,20.598007
17.76,18.183578
19.372,17.64717
23.141,21.314402
21.249,20.799025
22.078,20.015783
25.43,24.711605
27.923,24.410313
17.895,17.098936
20.217,22.042501
21.658,22.229813
22.95,21.992626
26.876,24.010162
17.085,17.921545
16.369,16.312263
26.301,24.010695
23.9,24.92281
21.464,20.778904
18.027,20.090612
21.185,21.510687
20.059,17.961163
18.437,18.971735
17.254,17.910532
25.505,27.030802
27.373,24.4522
24.042,23.409683
21.55,20.772997
24.281,22.686298
25.913,24.36616
27.205,27.360512
20.073,20.09316
14.619,16.190746
15.922,16.429882
24.913,24.035448
12.923,14.10719
25.417,23.491627
18.337,19.001133
21.71,21.643642
18.293,19.187555
14.775,13.843926
17.652,18.096653
17.914,16.317478
22.19,19.930235
24.051,22.429953
18.83,20.224785
15.287,18.439283
28.469,24.185125
20.134,19.979738
23.811,23.854418
17.615,16.441797
26.757,25.872501
18.001,20.214727
21.949,20.889643
19.176,19.662601
21.479,21.972061
20.321,21.749214
15.999,14.662591
15.446,14.549636
21.416,21.65099
22.041,23.734476
21.673,21.767708
24.299,26.008005
21.232,20.701462
24.042,20.19014
22.328,22.30467
24.649,24.102976
14.378,15.545616
17.233,16.940697
21.683,21.524984
22.862,23.3448
20.567,18.65323
25.89,23.795582
15.557,17.752337
26.94,28.227776
12.558,12.446761
22.271,21.990004
22.3,23.766882
15.135,17.447226
16.216,18.797865
20.623,20.114264
16.715,17.968332
16.68,18.233212
21.74,19.370186
19.692,18.068666
12.024,14.131771
18.96,20.69916
22.274,22.932201
14.14,16.800362
15.562,16.39411
17.991,19.599585
18.868,19.25585
21.723,19.642271
19.184,17.775492
24.97,26.768103
18.767,20.092037
25.12,26.84068
20.428,21.065098
19.467,20.27763
16.39,17.100342
27.805,26.859749
23.019,22.6187
26.773,25.110632
23.296,21.290194
14.44,16.037035
16.692,16.32476
23.76,23.705702
16.848,18.257778
18.491,21.033304
22.464,22.48826
35.955,31.251064
22.092,21.11287
19.964,24.239676
23.468,26.245388
19.166,18.923307
22.071,23.624113
22.773,23.290533
23.113,24.168682
17.084,17.513458
19.597,19.954102
24.231,21.896349
18.14,20.125023
17.245,15.8039055
18.526,16.935383
13.169,14.22994
22.423,23.266964
24.112,26.35389
18.932,22.670965
13.944,15.594497
25.112,21.491112
15.724,16.72595
14.661,15.313869
30.475,26.704786
24.447,22.58933
27.711,25.66022
26.414,25.640556
22.237,22.663546
15.241,14.455056
19.757,19.276464
14.834,15.381722
24.077,26.153795
21.75,25.3832
21.196,23.8522
10.875,10.174061
23.391,22.134554
23.804,21.311508
15.326,14.245158
22.606,22.65396
22.101,21.537128
22.017,20.766865
26.739,27.198877
24.776,24.697113
22.096,21.135134
25.275,21.702711
24.216,20.773542
17.242,18.694763
20.823,20.557516
21.267,19.389671
26.871,26.010965
21.295,21.959097
20.247,22.682793
15.747,16.829138
20.534,20.747002
21.714,23.814217
18.606,18.890366
27.516,28.096197
23.923,23.647799
17.583,18.022732
18.652,18.468355
20.559,20.7813
25.046,26.34202
24.571,26.05332
20.564,21.356394
26.543,26.36561
27.627,24.7143
22.375,23.008907
21.19,21.536789
20.019,21.24973
18.264,19.415222
16.383,16.821098
16.207,19.160776
19.659,19.439997
23.956,22.859142
17.63,16.312572
22.707,23.786783
19.374,18.96537
19.304,20.793058
24.508,25.783329
18.952,18.596916
19.663,19.024954
15.206,16.102465
14.354,14.2170725
21.639,21.472055
13.872,15.061662
17.477,18.167685
25.182,23.521545
22.537,20.875826
20.869,22.403046
24.858,23.995865
20.082,19.954216
20.445,19.582891
20.857,20.192352
18.565,17.80039
18.132,18.879625
16.696,15.187465
21.232,20.177443
16.501,16.878197
30.294,25.762049
21.857,20.506859
19.739,19.76951
18.027,18.47136
24.08,24.049294
19.23,18.52299
22.313,23.025528
26.699,28.685913
17.229,16.468233
18.584,18.153708
18.168,19.213932
28.732,28.205904
20.144,17.841883
11.448,11.385229
21.558,21.513454
25.778,23.90166
21.485,19.99859
19.781,23.43328
24.849,23.279917
19.963,20.26875
14.928,15.61506
18.252,20.092148
22.258,22.332956
23.275,20.377789
19.848,24.097843
20.768,22.529789
21.805,19.842245
20.447,21.12345
18.387,16.987173
28.692,29.88392
25.128,24.700445
23.484,23.817135
24.369,23.295868
18.084,18.720005
21.838,24.145712
22.88,21.41419
26.62,24.551844
14.873,15.564212
17.925,16.287142
20.895,24.165113
23.697,24.743952
21.026,23.639805
25.707,23.030209
17.935,17.930477
30.931,30.680315
23.953,20.909128
25.042,22.152924
27.517,27.330898
23.847,23.807167
19.807,21.956736
20.236,19.867352
29.521,28.150366
22.838,21.868233
17.003,16.949482
20.242,19.06456
17.842,18.429403
28.419,29.861563
20.854,21.554132
22.414,23.49489
21.748,21.193424
12.448,12.005906
16.076,16.122597
15.51,16.461174
22.413,20.276249
18.381,19.988485
24.468,21.871246
19.979,20.247726
18.995,18.686481
28.083,26.925243
17.948,17.597036
23.036,23.75816
23.711,23.581
18.219,18.815619
14.229,12.952953
22.546,19.112295
14.215,13.986865
18.183,20.041765
22.89,22.13632
15.06,16.92846
18.596,19.68156
15.266,15.337118
21.944,20.936907
19.534,18.893072
24.799,22.345076
20.582,19.8753
28.861,28.11777
21.509,22.73748
14.25,16.309208
18.512,17.485317
18.315,21.365763
17.617,19.869326
28.133,27.44545
21.301,22.390915
26.436,28.218678
28.219,24.444895
18.836,20.95833
20.627,21.30451
16.123,18.158545
27.559,27.247025
25.533,24.20646
20.55,21.889385
17.069,16.827072
22.51,24.42992
20.052,18.973804
21.594,21.523226
17.943,16.087763
22.105,21.877686
24.641,24.9357
30.339,26.50424
20.204,23.067915
24.788,23.608727
21.833,20.769075
25.046,25.088978
23.911,24.690466
22.497,22.253805
20.667,18.447989
14.445,15.876552
20.154,21.845873
16.189,17.559015
17.031,17.072683
21.407,18.792397
24.477,22.812962
16.591,14.914336
12.294,11.071587
20.1,18.555405
23.851,25.137156
16.222,16.787344
21.793,22.411146
26.588,23.92761
28.728,29.243658
16.928,17.141096
25.333,20.112488
22.252,22.54214
16.398,18.104258
14.567,14.55395
22.618,20.854301
19.574,19.069176
14.882,15.700024
22.949,25.096827
24.005,23.201857
20.603,19.663733
17.569,19.260271
22.274,19.86273
19.891,17.221169
20.421,20.03403
20.484,20.554096
18.72,17.251415
18.3,16.383244
19.493,22.328892
20.665,22.55434
26.71,26.661806
20.73,20.46353
17.8,19.610067
13.748,17.355022
20.846,21.461346
24.755,22.712866
22.56,24.7397
27.05,25.249
19.033,19.671318
24.089,25.465363
24.922,21.713978
21.891,22.747446
26.106,23.765223
19.152,21.901155
20.93,22.163761
15.985,17.78921
16.746,17.243858
18.468,21.242193
24.788,22.535583
22.911,23.240063
21.948,21.822622
25.37,24.840628
21.144,20.153477
20.728,19.504862
17.087,18.44345
22.555,21.823627
19.819,21.986008
21.488,22.182802
22.897,20.302317
22.852,25.19782
22.012,22.766836
27.903,22.546347
25.554,23.564116
22.48,20.503487
17.763,17.957737
25.77,24.692444
16.646,17.870031
18.1,18.012167
21.484,21.442686
29.786,29.928127
13.097,13.644506
29.21,28.206268
19.022,21.688177
14.854,16.067142
21.915,23.267843
17.764,17.266766
15.995,15.307791
23.655,23.457047
23.633,21.470167
18.028,17.62716
20.51,20.661808
23.444,21.262192
23.616,22.597944
19.61,22.125204
25.494,23.869705
17.258,18.6724
16.603,20.34648
16.486,18.483822
18.594,19.017786
27.212,29.695627
24.35,24.28736
18.374,22.53918
24.521,24.548338
21.186,21.438812
23.599,23.587889
24.76,24.513432
29.64,29.656319
27.258,26.315128
12.099,12.802938
24.449,21.463457
13.297,15.373747
24.598,25.498133
25.651,22.520147
21.63,22.567898
15.054,15.250754
22.323,21.62917
17.608,17.424906
25.802,24.59251
11.733,11.967182
20.655,21.19414
16.494,18.554808
23.836,21.567505
17.621,17.38316
16.199,15.784408
19.098,19.214903
19.434,22.511806
26.343,24.431433
23.431,21.557943
18.038,18.017067
24.446,21.388655
22.485,23.324846
24.655,26.316414
23.134,25.569162
16.364,17.798737
15.703,16.600502
22.687,21.684214
27.557,27.416683
21.205,20.772478
18.919,18.471674
24.181,22.841011
25.431,23.916206
27.734,24.93661
26.266,22.952822
18.847,17.080492
17.876,18.309393
18.865,18.555614
15.985,14.939672
16.327,15.346069
20.203,22.225649
26.238,25.507568
24.766,23.133997
18.727,18.473652
18.187,17.276423
20.134,18.258629
27.337,26.886526
16.736,17.42102
20.879,20.767908
26.94,26.419558
15.404,14.370137
26.345,26.324
20.279,20.045967
21.187,20.437048
23.947,25.998625
26.831,25.492666
14.711,15.392211
24.448,24.004843
22.283,21.386015
17.344,16.558851
22.4,24.429523
19.57,20.949577
18.741,20.44121
18.452,18.273918
22.604,21.877333
20.595,21.15268
19.063,20.515673
20.197,22.166574
23.153,20.0336
17.846,20.151545
27.453,25.26156
26.338,23.31301
21.407,20.242674
22.204,22.526426
21.572,20.582443
16.66,17.216263
20.916,21.11664
21.17,23.482498
18.756,20.406761
19.383,20.215948
22.669,23.627419
19.397,18.999357
20.004,18.139433
25.674,25.480204
18.223,19.389282
16.637,18.51903
17.39,17.948244
19.478,18.72504
19.927,21.193819
18.467,17.04932
15.167,14.89001
18.63,18.357262
18.969,19.683002
22.762,22.750137
22.442,23.71475
16.329,16.61852
22.979,23.591135
26.496,23.155008
25.818,26.783922
17.933,17.924105
25.183,20.879461
17.542,17.324986
14.452,13.462672
18.032,18.304203
24.419,22.647999
17.401,17.561655
19.356,20.4864
12.215,14.170663
23.171,23.472452
15.173,16.403809
24.15,24.021507
24.863,26.186258
14.261,14.997479
20.947,21.628437
18.654,21.635427
18.339,17.941704
22.046,21.015741
22.528,21.792105
24.425,25.877256
16.898,17.900997
20.524,21.356405
15.047,16.82863
29.887,28.334778
22.906,25.414396
17.603,17.471981
20.222,22.313295
21.432,21.53966
16.911,15.273797
23.504,22.37621
17.095,17.009232
23.201,22.419825
12.575,12.623441
21.396,20.792757
27.921,27.90973
23.095,26.197346
22.423,24.380466
22.688,21.120537
27.208,25.502987
16.25,18.560465
19.263,17.66924
19.97,19.688515
16.274,18.965763
25.42,23.258425
24.097,22.33994
19.093,21.166224
27.451,25.274105
26.251,24.39395
10.837,11.411507
17.11,19.0686
23.85,20.824581
24.341,26.258018
17.822,20.459427
16.305,19.650717
21.286,20.35918
23.61,20.945457
23.069,26.083872
19.738,19.310047
25.273,24.239105
21.877,19.750599
18.189,19.045235
27.797,26.562828
21.324,20.6222
16.288,16.732937
16.061,16.63653
14.491,14.055591
27.492,27.979998
21.159,22.410654
22.168,20.902756
12.827,12.577514
24.941,21.80257
23.012,23.087805
15.234,16.783232
20.273,23.856127
9.583,11.117886
24.325,24.809994
20.459,20.169565
21.239,19.79032
22.588,26.452404
18.317,19.50144
28.179,25.333199
14.285,14.411559
20.001,19.99099
21.6,21.749235
27.5,25.895603
20.227,25.705338
15.026,18.14722
22.818,23.51036
24.904,23.378057
16.19,15.298717
18.158,18.025372
18.386,16.670063
21.435,21.417667
18.574,18.833767
19.533,19.086325
21.801,20.986702
23.395,22.76648
